40.73929,-73.99914,2,195
40.67893,-73.97113,1,250
40.67038,-73.92962,2,245
40.74721,-73.98968,1,65
40.67144,-73.91457,2,180
40.68089,-73.91112,2,85
40.68215,-73.93644,2,95
40.7943,-73.967,2,150
40.83294,-73.94218,1,80
40.65992,-73.99042,2,127
40.73381,-74.00365,1,150
40.68376,-73.95109,2,66
40.68055,-73.791,2,55
40.75272,-73.99682,1,98
40.73161,-74.00172,2,310
40.69087,-73.90917,2,122
40.67077,-73.87564,2,169
40.68135,-73.92122,2,125
40.75696,-73.98323,1,65
40.75284,-74.00138,1,179
40.73109,-73.98234,1,85
40.76735,-73.81801,1,75
40.7596,-73.92368,2,125
40.68724,-73.96361,2,120
40.76069,-73.83338,2,150
40.77228,-73.91345,2,75
40.6756,-73.95644,2,85
40.6852,-73.95636,2,110
40.72956,-73.99979,2,169
40.68411,-73.95169,1,55
40.75992,-73.9879,1,68
40.7366,-73.95656,2,225
40.75274,-73.97026,2,110
40.72207,-73.94226,1,70
40.85075,-73.93982,2,120
40.7666,-73.95903,2,105
40.70857,-73.96618,1,42
40.81721,-73.94593,1,49
40.69055,-73.92357,2,150
40.76927,-73.98477,1,90
40.66746,-73.96073,1,32
40.71447,-73.99433,1,60
40.77392,-73.91678,1,50
40.71859,-73.9958,1,85
40.729,-73.95829,2,195
40.75599,-73.93415,1,55
40.79922,-73.94187,3,49
40.66626,-73.98127,2,275
40.73033,-73.98518,2,100
40.75544,-73.96901,2,180
40.71411,-73.94402,2,151
40.75024,-73.88984,1,50
40.70959,-73.95477,1,60
40.76078,-73.99864,2,199
40.69025,-73.93323,2,145
40.72598,-73.98856,1,145
40.6785,-73.91274,3,35
40.72484,-73.9746,1,100
40.69128,-73.92078,1,75
40.71676,-73.99369,1,90
40.68764,-73.91445,1,65
40.72534,-73.98591,1,88
40.72354,-73.9819,1,108
40.79913,-73.94226,1,90
40.76992,-73.89719,2,62
40.71295,-73.82867,1,50
40.74298,-73.95804,2,290
40.68234,-73.94843,2,500
40.57844,-73.95822,2,199
40.74398,-73.99664,3,46
40.67133,-73.94631,1,349
40.85019,-73.94093,3,40
40.69474,-73.96655,2,100
40.81192,-73.96164,1,90
40.72478,-73.98297,2,250
40.7349,-74.0005,2,265
40.75962,-73.91419,1,80
40.80676,-73.94658,1,33
40.72726,-73.97934,2,300
40.7497,-73.99515,1,85
40.76533,-73.92171,2,95
40.67805,-73.91071,1,55
40.72382,-73.97683,1,110
40.70925,-73.94909,1,50
40.70709,-73.92071,1,70
40.68403,-73.9907,2,110
40.72131,-73.99429,2,295
40.70491,-73.94268,2,110
40.6695,-73.93298,2,199
40.74089,-73.98094,2,175
40.73948,-73.97643,1,73
40.74807,-74.00209,2,200
40.82294,-73.94453,2,150
40.74538,-73.94747,1,75
40.68168,-73.87882,1,99
40.69683,-73.99206,2,185
40.76301,-73.91295,1,80
40.7319,-73.95739,2,114
40.68422,-73.95907,1,42
40.72105,-73.9931,2,95
40.68768,-73.97611,1,85
40.73298,-73.98768,2,495
40.77251,-73.95113,3,75
40.73544,-73.97465,1,118
40.65192,-73.95243,2,76
40.70542,-74.00678,1,105
40.70821,-73.95001,1,90
40.87001,-73.92418,2,120
40.71311,-73.95332,1,70
40.63568,-74.07826,2,75
40.76076,-73.98867,1,85
40.69195,-73.97151,1,57
40.78721,-73.94131,1,99
40.71469,-73.95401,1,250
40.72411,-73.99372,1,80
40.74011,-73.98185,2,200
40.75195,-73.97191,1,260
40.63987,-73.99578,3,40
40.71495,-73.99056,1,60
40.67946,-73.96494,2,125
40.75115,-73.98607,1,300
40.82915,-73.94453,1,50
40.60364,-73.99524,2,125
40.77338,-73.98887,2,209
40.65891,-73.95887,2,150
40.67296,-73.87435,2,249
40.70896,-73.95119,2,150
40.65612,-73.9605,2,167
40.73237,-73.99344,1,200
40.67013,-73.95375,2,100
40.71276,-73.963,1,80
40.68817,-73.95479,1,200
40.72231,-73.99069,2,175
40.77632,-73.95458,1,95
40.6994,-73.93367,2,120
40.69669,-73.92785,1,45
40.83333,-73.94182,1,53
40.72715,-73.98623,1,120
40.73695,-73.97336,1,133
40.76165,-73.90839,2,60
40.75748,-73.91221,1,100
40.84241,-73.94087,2,65
40.6892,-73.95457,1,53
40.69394,-73.96918,2,158
40.69778,-73.97676,2,145
40.71753,-73.95742,2,350
40.7041,-73.92418,1,65
40.7103,-73.9635,1,79
40.65777,-73.92263,1,27
40.66529,-73.9557,2,130
40.82254,-73.9501,2,110
40.77008,-73.87442,2,128
40.72709,-73.98582,2,150
40.70426,-73.98633,1,125
40.7559,-73.99469,2,325
40.75961,-73.98844,2,295
40.75742,-73.9447,2,69
40.72046,-73.99237,2,400
40.69528,-73.95603,3,115
40.56506,-74.1024,1,40
40.71661,-73.98916,2,150
40.73928,-73.98583,1,590
40.73736,-73.80071,2,69
40.72835,-74.00259,2,150
40.7312,-73.78579,2,375
40.76222,-73.99889,2,239
40.69313,-73.93543,1,60
40.69085,-73.95079,1,60
40.73757,-73.95509,2,80
40.75918,-73.98801,1,100
40.70864,-74.0036,2,225
40.68615,-73.98056,2,500
40.6752,-73.93215,1,75
40.65009,-73.96336,1,39
40.70177,-73.89797,1,75
40.66953,-73.92686,2,80
40.77713,-73.95277,1,75
40.71209,-73.9571,2,349
40.66266,-73.98908,2,100
40.66683,-73.99308,1,55
40.76387,-73.92593,2,108
40.68502,-73.96073,2,175
40.84102,-73.93822,2,80
40.7758,-73.95472,2,200
40.80684,-73.94612,1,46
40.63741,-74.00118,1,45
40.75984,-73.99214,1,49
40.80049,-73.96629,1,150
40.7709,-73.99181,1,150
40.68713,-73.97222,1,55
40.82865,-73.94621,1,47
40.7606,-73.99345,2,150
40.77309,-73.89256,1,85
40.78617,-73.97663,3,60
40.71862,-73.98405,2,220
40.76496,-73.9282,1,39
40.73355,-73.989,1,200
40.67815,-73.91518,1,40
40.59125,-74.08047,2,195
40.8081,-73.95647,2,146
40.70476,-73.91111,1,75
40.8057,-73.91449,1,71
40.68283,-73.9918,2,240
40.75541,-73.89239,1,85
40.71354,-73.93882,1,45
40.74128,-73.97863,2,175
40.73523,-73.98142,2,160
40.75987,-73.99615,1,125
40.81339,-73.95176,1,65
40.69155,-73.90595,1,200
40.68683,-73.96177,2,350
40.64945,-73.96108,1,56
40.76619,-73.98987,2,179
40.74529,-73.95753,1,200
40.72553,-73.94571,1,70
40.77777,-73.97939,2,250
40.67835,-73.96846,1,85
40.80421,-73.94302,2,135
40.81941,-73.92762,2,69
40.82279,-73.9517,1,79
40.72142,-73.98411,1,350
40.79884,-73.95962,2,230
40.80925,-73.94226,1,55
40.59535,-73.75441,1,38
40.60077,-74.07788,1,35
40.75624,-73.96417,2,200
40.68417,-73.91792,2,175
40.68354,-73.92612,1,50
40.69211,-73.98102,1,125
40.68559,-73.96932,2,100
40.67018,-73.93224,2,99
40.72877,-73.98249,2,189
40.71939,-73.96056,2,600
40.70889,-73.94113,1,75
40.67775,-73.8601,2,199
40.66615,-73.98554,2,150
40.75606,-73.97108,1,150
40.7367,-73.98099,2,150
40.755,-73.99784,1,249
40.6963,-73.94365,1,77
40.6602,-73.96017,2,329
40.80371,-73.94991,2,130
40.65468,-73.95703,1,50
40.6681,-73.98319,1,100
40.80445,-73.96373,1,75
40.75784,-73.83181,2,72
40.7661,-73.95419,2,118
40.73271,-74.00545,2,200
